,Nhu cầu,Tổng tiền,Diện tích,Địa chỉ,Phòng ngủ,Phòng vệ sinh,Nội thất,Pháp lý sở hữu,View,Tầng,Hot,Mã căn
554,Bán,2610000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,19.0,False,S1.031919-Vinhome Grand Park
555,Bán,2370000000,59.1,quận 9,2,1,Ko,HDMB,Đông Nam,19.0,False,S1.031907-Vinhome Grand Park
556,Bán,2650000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,5.0,False,S1.030515-Vinhome Grand Park
557,Bán,2500000000,59.1,quận 9,2,1,Có,HDMB,Tây Bắc,6.0,False,S1.030603-Vinhome Grand Park
558,Thuê,5000000,51.7,quận 9,None,None,None,HDMB,Tây Bắc,10.0,False,S1.031016-Vinhome Grand Park
559,Bán,1801000000,46.5,quận 9,2,1,None,HDMB,Đông Nam,13.0,False,S1.031309-Vinhome Grand Park
560,Thuê,6000000,51.7,quận 9,None,None,Có,HDMB,Tây Bắc,17.0,False,S1.031716-Vinhome Grand Park
561,Bán,2102000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,9.0,False,S1.030902-Vinhome Grand Park
562,Bán,2350000000,59.1,quận 9,2,1,Có,HDMB,Đông Nam,24.0,False,S1.032407-Vinhome Grand Park
563,Bán,2800000000,69.2,quận 9,2,2,None,HDMB,Tây Bắc,25.0,False,S1.032504-Vinhome Grand Park
564,Bán,1901000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,21.0,False,S1.032109-Vinhome Grand Park
565,Bán,2500000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,21.0,False,S1.032104-Vinhome Grand Park
566,Bán,2020000000,51.7,quận 9,None,None,Có,HDMB,Tây Bắc,20.0,False,S1.032016-Vinhome Grand Park
567,Bán,1845000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,13.0,False,S1.031316-Vinhome Grand Park
568,Thuê,7000000,30.9,quận 9,Studio,Studio,None,HDMB,Đông Nam,7.0,False,S1.030708-Vinhome Grand Park
569,Bán,1926000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,24.0,False,S1.032409-Vinhome Grand Park
570,Thuê,7000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,25.0,False,S1.032502-Vinhome Grand Park
571,Bán,2050000000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,22.0,False,S1.032203-Vinhome Grand Park
572,Thuê,5500000,46.5,quận 9,None,None,None,HDMB,Đông Nam,16.0,False,S1.031613-Vinhome Grand Park
573,Bán,2203000000,59.1,quận 9,2,1,Có,HDMB,Đông Nam,17.0,False,S1.031706-Vinhome Grand Park
574,Bán,1951000000,51.7,quận 9,2,1,None,HDMB,Tây Bắc,19.0,False,S1.031916-Vinhome Grand Park
575,Bán,2820000000,69.2,quận 9,None,None,None,HDMB,Đông Nam,18.0,False,S1.031814-Vinhome Grand Park
576,Thuê,9000000,59.1,quận 9,2,1,Full,HDMB,Tây Bắc,20.0,False,S1.032003-Vinhome Grand Park
577,Bán,1885000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,14.0,False,S1.031416-Vinhome Grand Park
578,Thuê,16000000,69.2,quận 9,None,None,Full,HDMB,Tây Bắc,16.0,False,S1.031604-Vinhome Grand Park
579,Thuê,5500000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,3.0,False,S1.030302-Vinhome Grand Park
580,Bán,2026000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,15.0,False,S1.031516-Vinhome Grand Park
581,Thuê,6000000,59.1,quận 9,2,1,Có,HDMB,Đông Nam,13.0,False,S1.031306-Vinhome Grand Park
582,Bán,1901000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,17.0,False,S1.031712-Vinhome Grand Park
583,Thuê,5500000,46.5,quận 9,None,None,None,HDMB,Đông Nam,19.0,False,S1.031913-Vinhome Grand Park
584,Bán,1451000000,30.9,quận 9,None,None,None,HDMB,Tây Bắc,11.0,False,S1.031101-Vinhome Grand Park
585,Thuê,6000000,69.2,quận 9,None,None,None,HDMB,Đông Nam,9.0,False,S1.030914-Vinhome Grand Park
586,Bán,1957000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,12.0,False,S1.031216-Vinhome Grand Park
587,Thuê,6000000,59.1,quận 9,2,1,Có,HDMB,Đông Nam,16.0,False,S1.031607-Vinhome Grand Park
588,Bán,2700000000,69.2,quận 9,None,None,None,HDMB,Đông Nam,21.0,False,S1.032110-Vinhome Grand Park
589,Bán,2500000000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,8.0,False,S1.030802-Vinhome Grand Park
590,Bán,2053000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,22.0,False,S1.032217-Vinhome Grand Park
591,Thuê,6500000,59.1,quận 9,2,1,Có,HDMB,Tây Bắc,13.0,False,S1.031303-Vinhome Grand Park
592,Bán,2093000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,20.0,False,S1.032017-Vinhome Grand Park
593,Bán,1801000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,22.0,False,S1.032212-Vinhome Grand Park
594,Thuê,9000000,59.1,quận 9,2,1,Full,HDMB,Tây Bắc,4.0,False,S1.030418-Vinhome Grand Park
595,Bán,2706000000,69.2,quận 9,None,None,Ko,HDMB,Đông Nam,7.0,False,S1.030714-Vinhome Grand Park
596,Bán,1451000000,30.9,quận 9,Studio,Studio,None,HDMB,Đông Nam,22.0,False,S1.032208-Vinhome Grand Park
597,Bán,2500000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,3.0,False,S1.030319-Vinhome Grand Park
598,Thuê,5500000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,16.0,False,S1.031603-Vinhome Grand Park
599,Bán,1451000000,33.6,quận 9,None,None,None,HDMB,Đông Nam,23.0,False,S1.032311-Vinhome Grand Park
600,Thuê,8000000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,8.0,False,S1.030803-Vinhome Grand Park
601,Bán,2001000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,9.0,False,S1.030912-Vinhome Grand Park
602,Bán,2455000000,69.2,quận 9,2,1,None,HDMB,Tây Bắc,16.0,False,S1.031619-Vinhome Grand Park
603,Bán,1875000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,22.0,False,S1.032213-Vinhome Grand Park
604,Bán,1800000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,20.0,False,S1.032013-Vinhome Grand Park
605,Bán,1300000000,33.6,quận 9,None,None,None,HDMB,Đông Nam,4.0,False,S1.030411-Vinhome Grand Park
606,Thuê,8000000,81.5,quận 9,3,2,Ko,HDMB,Đông Nam,5.0,False,S1.030505-Vinhome Grand Park
607,Thuê,12000000,69.2,quận 9,None,None,Full,HDMB,Tây Bắc,3.0,False,S1.030315-Vinhome Grand Park
608,Bán,2550000000,69.2,quận 9,None,None,Có,HDMB,Tây Bắc,13.0,False,S1.031315-Vinhome Grand Park
609,Thuê,6000000,51.7,quận 9,1,1,None,HDMB,Tây Bắc,8.0,False,S1.030816-Vinhome Grand Park
610,Bán,1971000000,51.7,quận 9,None,None,None,HDMB,Tây Bắc,22.0,False,S1.032216-Vinhome Grand Park
611,Bán,1451000000,33.6,quận 9,None,None,None,HDMB,Đông Nam,23.0,False,S1.032311-Vinhome Grand Park
612,Thuê,8000000,69.2,quận 9,None,None,Ko,HDMB,Đông Nam,3.0,False,S1.030314-Vinhome Grand Park
613,Thuê,12000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,4.0,False,S1.030419-Vinhome Grand Park
614,Bán,2153000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,23.0,False,S1.032317-Vinhome Grand Park
615,Bán,2700000000,69.2,quận 9,None,None,Full,HDMB,Tây Bắc,8.0,False,S1.030819-Vinhome Grand Park
616,Thuê,6000000,59.1,None,2,1,Có,None,None,None,False,S1.020906-nan
617,Thuê,7000000,46.7,None,None,None,Full,None,None,None,False,S5.012814-nan
618,Thuê,7000000,46.7,None,None,None,Full,None,None,None,False,S1.030712-nan
619,Bán,2560000000,69.3,quận 9,None,None,None,HDMB,Tây Bắc,23.0,False,S1.022310-Vinhome Grand Park
620,Bán,2342000000,54.0,None,None,None,Ko,None,None,None,False,S5.012729-nan
621,Thuê,6500000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,24.0,False,S1.013405-Vinhome Grand Park
622,Thuê,7000000,59.0,quận 9,2,2,Ko,HDMB,Tây Nam,15.0,False,S1.021508-Vinhome Grand Park
623,Thuê,12000000,75.0,quận 9,3,2,Ko,HDMB,Đông Nam,32.0,False,S1.023217-Vinhome Grand Park
624,Bán,2150000000,69.3,quận 9,2,2,Có,None,Tây Bắc,5.0,False,S1.070520-Vinhome Grand Park
625,Bán,2750000000,67.6,quận 9,2,2,Full,HDMB,Tây Nam,15.0,False,S1.021502-Vinhome Grand Park
626,Bán,2650000000,69.4,quận 9,2,2,Có,None,Đông Bắc,31.0,False,S1.063115-Vinhome Grand Park
627,Bán,2081000000,67.6,quận 9,2,2,None,HDMB,Tây Nam,9.0,False,S1.071916-Vinhome Grand Park
628,Thuê,5000000,59.0,quận 9,2,2,None,HDMB,Tây Nam,9.0,False,S1.071916-Vinhome Grand Park
629,Thuê,6000000,46.7,quận 9,1,1,Có,None,Tây Bắc,14.0,False,S1.021420-Vinhome Grand Park
630,Bán,1801000000,46.7,quận 9,1,1,None,None,Đông,16.0,False,S1.011617-Vinhome Grand Park
631,Bán,1791000000,46.7,quận 9,1,1,None,None,Tây Bắc,16.0,False,S1.021309-Vinhome Grand Park
632,Bán,2300000000,60.0,quận 9,2,1,Ko,HDMB,Đông Nam,10.0,False,S1.021020-Vinhome Grand Park
633,Thuê,14000000,69.4,quận 9,2,2,Full,HDMB,Đông Bắc,33.0,False,S1.023311-Vinhome Grand Park
634,Thuê,6000000,46.5,quận 9,1,1,Ko,HDMB,Đông Nam,28.0,False,S1.022813-Vinhome Grand Park
635,Thuê,9000000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,33.0,False,S1.023410-Vinhome Grand Park
636,Bán,2200000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,34.0,False,S1.022516-Vinhome Grand Park
637,Bán,1216000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,29.0,False,S1.022908-Vinhome Grand Park
638,Bán,2657000000,67.6,quận 9,2,2,Full,HDMB,Tây Nam,29.0,False,S1.022902-Vinhome Grand Park
639,Bán,2650000000,69.0,quận 9,2,2,Full,HDMB,Đông Nam,30.0,False,S1.023005-Vinhome Grand Park
640,Bán,2137000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,29.0,False,S1.020519-Vinhome Grand Park
641,Thuê,10000000,75.0,quận 9,3,2,Có,HDMB,Tây Nam,29.0,False,S1.022904-Vinhome Grand Park
642,Thuê,6500000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,31.0,False,S1.022307-Vinhome Grand Park
643,Bán,1696000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,4.0,False,S1.020412-Vinhome Grand Park
644,Thuê,4000000,30.1,quận 9,None,None,Có,HDMB,Đông Bắc,30.0,False,S1.023015-Vinhome Grand Park
645,Bán,2300000000,61.5,quận 9,2,1,None,HDMB,Đông Bắc,31.0,False,S1.023108-Vinhome Grand Park
646,Bán,2588000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,30.0,False,S1.023021-Vinhome Grand Park
647,Thuê,10000000,69.2,quận 9,2,2,Full,HDMB,Đông Bắc,35.0,False,S1.023511-Vinhome Grand Park
648,Bán,2493000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,32.0,False,S1.023208-Vinhome Grand Park
649,Bán,1785000000,47.2,quận 9,None,None,Ko,HDMB,Tây Nam,33.0,False,S1.023301-Vinhome Grand Park
650,Bán,2541000000,69.3,quận 9,None,None,Ko,HDMB,Đông Bắc,32.0,False,S1.023205-Vinhome Grand Park
651,Bán,2809000000,67.6,quận 9,2,2,None,HDMB,Tây Nam,25.0,False,S1.022502-Vinhome Grand Park
652,Thuê,6000000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,25.0,False,S1.022502-Vinhome Grand Park
653,Thuê,4500000,47.2,quận 9,None,None,None,HDMB,Tây Nam,25.0,False,S1.022501-Vinhome Grand Park
654,Thuê,4500000,46.5,quận 9,1,1,None,HDMB,Đông Nam,25.0,False,S1.022512-Vinhome Grand Park
655,Thuê,6500000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,26.0,False,S1.021414-Vinhome Grand Park
656,Bán,1800000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,25.0,False,S1.022512-Vinhome Grand Park
657,Bán,2915000000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,27.0,False,S1.022702-Vinhome Grand Park
658,Bán,2300000000,59.2,quận 9,2,1,Ko,HDMB,Đông Bắc,22.0,False,S1.022207-Vinhome Grand Park
659,Bán,1896000000,46.5,quận 9,None,None,Có,HDMB,Đông Nam,26.0,False,S1.023213-Vinhome Grand Park
660,Bán,2607000000,67.6,quận 9,2,2,None,HDMB,Tây Nam,26.0,False,S1.022602-Vinhome Grand Park
661,Bán,2469000000,69.2,quận 9,2,2,Ko,HDMB,Đông Bắc,26.0,False,S1.022610-Vinhome Grand Park
662,Thuê,7000000,59.1,quận 9,2,1,Full,HDMB,Tây Nam,26.0,False,S1.022620-Vinhome Grand Park
663,Bán,1734000000,47.2,quận 9,None,None,Ko,HDMB,Tây Nam,27.0,False,S1.022701-Vinhome Grand Park
664,Bán,2643000000,67.0,quận 9,None,None,Ko,HDMB,Đông Nam,35.0,False,S1.023502-Vinhome Grand Park
665,Bán,4300000000,81.7,quận 9,3,2,Full,HDMB,Đông Bắc,22.0,False,S5.030171-Vinhome Grand Park
666,Thuê,6500000,69.3,quận 9,2,2,Ko,HDMB,Đông Nam,7.0,False,S1.020711-Vinhome Grand Park
667,Bán,1950507070,67.6,quận 9,2,2,None,HDMB,Tây Nam,28.0,False,S1.022802-Vinhome Grand Park
668,Bán,2254000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,28.0,False,S1.022808-Vinhome Grand Park
669,Bán,2960000000,81.7,quận 9,3,2,Ko,HDMB,Đông Nam,17.0,False,S1.061719-Vinhome Grand Park
670,Bán,1750000000,46.5,quận 9,1,1,Ko,HDMB,Tây Nam,20.0,False,S1.022013-Vinhome Grand Park
671,Thuê,5500000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,20.0,False,S1.021512-Vinhome Grand Park
672,Thuê,6000000,59.1,quận 9,2,1,None,HDMB,Tây Nam,20.0,False,S1.022019-Vinhome Grand Park
673,Bán,2496000000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,21.0,False,S1.022103-Vinhome Grand Park
674,Thuê,5000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,7.0,False,S1.020713-Vinhome Grand Park
675,Bán,2280000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,22.0,False,S5.012904-Vinhome Grand Park
676,Bán,2100000000,59.0,quận 9,2,1,Ko,HDMB,Đông Bắc,6.0,False,S1.020619-Vinhome Grand Park
677,Bán,2404000000,68.5,quận 9,None,None,Ko,HDMB,Đông Nam,21.0,False,S1.022816-Vinhome Grand Park
678,Thuê,8800000,61.5,quận 9,2,1,Full,HDMB,Đông Bắc,3.0,False,S1.020308-Vinhome Grand Park
679,Bán,1725000000,47.2,quận 9,None,None,Ko,HDMB,Tây Nam,22.0,False,S1.022201-Vinhome Grand Park
680,Thuê,7000000,46.5,quận 9,None,None,Có,HDMB,Đông Nam,23.0,False,S1.021711-Vinhome Grand Park
681,Bán,3000000000,81.7,quận 9,3,2,Ko,HDMB,Đông Bắc,0.0,False,S1.023417-Vinhome Grand Park
682,Bán,3053000000,81.7,quận 9,3,2,Ko,HDMB,Đông Nam,22.0,False,S1.022204-Vinhome Grand Park
683,Bán,1891000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,22.0,False,S1.022213-Vinhome Grand Park
684,Bán,1900000000,43.0,quận 9,None,None,Ko,HDMB,Đông Nam,15.0,False,S1.021513-Vinhome Grand Park
685,Thuê,7000000,56.0,quận 9,2,1,Có,HDMB,Tây Nam,24.0,False,S1.022420-Vinhome Grand Park
686,Thuê,6000000,69.3,quận 9,None,None,None,HDMB,Tây Bắc,23.0,False,S1.022310-Vinhome Grand Park
687,Bán,2300000000,59.0,quận 9,None,None,Ko,HDMB,Đông Nam,10.0,False,S1.021019-Vinhome Grand Park
688,Bán,1746000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,34.0,False,S1.023413-Vinhome Grand Park
689,Thuê,6500000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,24.0,False,S1.022402-Vinhome Grand Park
690,Thuê,7000000,59.1,quận 9,2,1,Ko,HDMB,Đông Bắc,13.0,False,S1.021316-Vinhome Grand Park
691,Bán,3300000000,81.5,quận 9,3,2,Full,HDMB,Đông Bắc,15.0,False,S1.021504-Vinhome Grand Park
692,Bán,2660000000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,15.0,False,S1.021518-Vinhome Grand Park
693,Bán,2680000000,69.2,quận 9,None,None,None,HDMB,Tây Nam,15.0,False,S1.021521-Vinhome Grand Park
694,Bán,2051000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,17.0,False,S2.031609-Vinhome Grand Park
695,Bán,2202000000,69.3,quận 9,2,2,Ko,HDMB,Đông Bắc,17.0,False,S1.021705-Vinhome Grand Park
696,Bán,1725000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,17.0,False,S1.1022201-Vinhome Grand Park
697,Thuê,7000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,31.0,False,S1.023107-Vinhome Grand Park
698,Bán,2600000000,59.0,quận 9,2,1,Có,HDMB,Tây Nam,17.0,False,S1.021519-Vinhome Grand Park
699,Bán,2152000000,69.2,quận 9,None,None,Full,HDMB,Tây Nam,16.0,False,S1.022620-Vinhome Grand Park
700,Bán,1350000000,33.5,quận 9,3,2,Có,HDMB,Tây Nam,18.0,False,S1.023514-Vinhome Grand Park
701,Bán,2620000000,68.0,quận 9,2,2,Ko,HDMB,Đông Bắc,17.0,False,S1.021702-Vinhome Grand Park
702,Thuê,5000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,18.0,False,S1.021812-Vinhome Grand Park
703,Thuê,10000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,34.0,False,S1.023407-Vinhome Grand Park
704,Bán,2339000000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,19.0,False,S3.052117-Vinhome Grand Park
705,Thuê,8000000,69.2,quận 9,2,2,Ko,HDMB,Đông Bắc,22.0,False,S1.022218-Vinhome Grand Park
706,Bán,2638000000,61.0,quận 9,None,None,Ko,HDMB,Đông Nam,22.0,False,S1.022202-Vinhome Grand Park
707,Thuê,7000000,58.9,quận 9,2,1,Có,HDMB,Đông Bắc,35.0,False,S1.023507-Vinhome Grand Park
708,Bán,2560000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,19.0,False,S1.022919-Vinhome Grand Park
709,Thuê,5000000,47.1,quận 9,None,None,Full,HDMB,Tây Bắc,19.0,False,S1.021909-Vinhome Grand Park
710,Bán,1904000000,59.1,quận 9,2,1,None,HDMB,Tây Nam,19.0,False,S1.021919-Vinhome Grand Park
711,Bán,1230000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,19.0,False,S1.022814-Vinhome Grand Park
712,Bán,2600000,0.0,quận 9,2,1,Full,HDMB,Đông Bắc,3.0,False,S1.023207-Vinhome Grand Park
713,Thuê,6000000,58.9,quận 9,2,1,Full,HDMB,Đông Bắc,21.0,False,S1.022107-Vinhome Grand Park
714,Bán,2557000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,13.0,False,S1.021308-Vinhome Grand Park
715,Bán,3066000000,58.9,quận 9,2,1,None,HDMB,Đông Bắc,23.0,False,S1.022307-Vinhome Grand Park
716,Bán,2650000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,12.0,False,S1.020919-Vinhome Grand Park
717,Bán,1746000000,50.0,quận 9,1,1,Có,HDMB,Đông Bắc,3.0,False,S1.020313-Vinhome Grand Park
718,Bán,2860000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,13.0,False,S1.021321-Vinhome Grand Park
719,Thuê,7000000,67.5,quận 9,2,2,Có,HDMB,Tây Nam,14.0,False,S1.021403-Vinhome Grand Park
720,Thuê,9000000,67.6,quận 9,2,2,Full,HDMB,Tây Nam,15.0,False,S1.021502-Vinhome Grand Park
721,Bán,2630000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,14.0,False,S1.021421-Vinhome Grand Park
722,Bán,2606000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,14.0,False,S1.022602-Vinhome Grand Park
723,Thuê,5500000,58.9,quận 9,2,1,None,HDMB,Đông Bắc,26.0,False,S1.022607-Vinhome Grand Park
724,Bán,3050000000,81.7,quận 9,3,2,Full,HDMB,Đông Bắc,10.0,False,S1.021017-Vinhome Grand Park
725,Bán,2453000000,67.6,quận 9,2,2,Ko,HDMB,Đông Bắc,8.0,False,S1.020802-Vinhome Grand Park
726,Bán,1356000000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,14.0,False,S1.023015-Vinhome Grand Park
727,Thuê,10000000,69.3,quận 9,2,2,Có,HDMB,Tây Bắc,8.0,False,S1.020810-Vinhome Grand Park
728,Bán,2965000000,80.0,quận 9,3,2,Ko,HDMB,Đông Bắc,28.0,False,S1.022817-Vinhome Grand Park
729,Bán,2253000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,9.0,False,S1.021316 -Vinhome Grand Park
730,Bán,3088000000,67.5,quận 9,2,2,Full,HDMB,Tây Nam,8.0,False,S1.022017-Vinhome Grand Park
731,Bán,2202000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,12.0,False,S1.021207-Vinhome Grand Park
732,Bán,3090000000,67.5,quận 9,2,2,Full,HDMB,Tây Nam,11.0,False,S1.021103-Vinhome Grand Park
733,Bán,3000000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,10.0,False,S1.021021-Vinhome Grand Park
734,Thuê,10500000,67.5,quận 9,2,2,Full,HDMB,Tây Nam,11.0,False,S1.021103-Vinhome Grand Park
735,Bán,1836000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,10.0,False,S1.021013-Vinhome Grand Park
736,Bán,2550000000,59.0,quận 9,2,1,Ko,HDMB,Đông Bắc,18.0,False,S1.021806-Vinhome Grand Park
737,Bán,2200000000,58.9,quận 9,2,1,None,HDMB,Đông Bắc,18.0,False,S1.021807-Vinhome Grand Park
738,Thuê,9000000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,10.0,False,S1.021018-Vinhome Grand Park
739,Thuê,14000000,69.3,quận 9,None,None,None,HDMB,Đông Bắc,5.0,False,S1.020505-Vinhome Grand Park
740,Thuê,6000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,6.0,False,S1.020607-Vinhome Grand Park
741,Bán,2155000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,4.0,False,S1.020407-Vinhome Grand Park
742,Thuê,5500000,59.1,quận 9,2,1,None,HDMB,Tây Nam,5.0,False,S1.020519-Vinhome Grand Park
743,Bán,2680000000,69.2,quận 9,None,None,None,HDMB,Tây Nam,6.0,False,S1.020618-Vinhome Grand Park
744,Bán,2717000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,5.0,False,S1.021011-Vinhome Grand Park
745,Thuê,7500000,58.9,quận 9,2,1,Có,HDMB,Đông Bắc,8.0,False,S1.020807-Vinhome Grand Park
746,Bán,2556000000,67.5,quận 9,2,2,Có,HDMB,Tây Nam,6.0,False,S1.021403-Vinhome Grand Park
747,Bán,2660000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,10.0,False,S1.021007-Vinhome Grand Park
748,Bán,2606000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,4.0,False,S2.012310-Vinhome Grand Park
749,Bán,2455000000,59.1,quận 9,2,1,None,HDMB,Đông Bắc,7.0,False,S1.020706-Vinhome Grand Park
750,Bán,1666000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,14.0,False,S2.021416-Vinhome Grand Park
751,Thuê,6000000,59.1,quận 9,2,1,Ko,HDMB,Đông Bắc,9.0,False,S1.020906-Vinhome Grand Park
752,Bán,2164000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,6.0,False,S1.021008-Vinhome Grand Park
753,Bán,1786000000,47.1,quận 9,1,1,Ko,HDMB,Tây Bắc,6.0,False,S1.020609-Vinhome Grand Park
754,Bán,2492000000,67.5,quận 9,2,2,None,HDMB,Tây Nam,7.0,False,S1.020703-Vinhome Grand Park
755,Thuê,8000000,61.5,quận 9,2,1,None,HDMB,Đông Bắc,7.0,False,S1.020708-Vinhome Grand Park
756,Bán,1750000000,46.7,quận 9,1,1,None,None,Tây Bắc,16.0,False,S2.021502-Vinhome Grand Park
757,Bán,2085000000,54.5,quận 9,2,1,None,None,Tây Bắc,17.0,False,S1.032017-Vinhome Grand Park
758,Bán,2220000000,54.1,quận 9,2,1,None,None,Tây Bắc,7.0,False,S5.030707-Vinhome Grand Park
759,Thuê,5000000,33.8,quận 9,None,None,None,None,Tây Bắc,13.0,False,S3.030713-Vinhome Grand Park
760,Thuê,8000000,51.7,quận 9,None,None,Full,None,Đông Nam,22.0,False,S1.012214-Vinhome Grand Park
761,Thuê,8000000,81.0,None,3,2,Ko,None,Tây Bắc,None,False,S1.011806-Vinhome Grand Park
762,Bán,2405000000,59.1,quận 9,2,1,None,None,Tây Bắc,19.0,False,S1.011904-Vinhome Grand Park
763,Thuê,10500000,59.1,quận 9,2,1,Full,None,Đông Nam,28.0,False,S5.012128-Vinhome Grand Park
764,Thuê,9000000,67.6,quận 9,2,2,None,None,Tây Bắc,19.0,False,S3.022613-Vinhome Grand Park
765,Thuê,9000000,69.0,None,2,2,Full,None,Đông Nam,None,False,S1.010915-Vinhome Grand Park
766,Thuê,4000000,59.1,quận 9,2,1,None,None,Đông Nam,16.0,False,S1.011609-Vinhome Grand Park
767,Bán,2556000000,59.0,quận 9,2,1,None,None,Tây Bắc,10.0,False,S5.031006-Vinhome Grand Park
768,Thuê,8000000,58.9,quận 9,2,1,Có,None,Đông Nam,6.0,False,S1.010613-Vinhome Grand Park
769,Thuê,6500000,59.0,None,2,1,Ko,None,Tây Bắc,None,False,S1.012505-Vinhome Grand Park
770,Thuê,8000000,59.1,quận 9,2,1,Full,None,Tây Bắc,8.0,False,S5.020802-Vinhome Grand Park
771,Bán,2468000000,59.1,quận 9,2,1,None,None,Đông Nam,2.0,False,S3.020208-Vinhome Grand Park
772,Bán,2705000000,70.0,None,2,2,Có,None,Đông Nam,None,False,C-08-13-Him lam phú an
773,Thuê,8000000,58.9,quận 9,2,1,None,None,Đông Nam,24.0,False,S1.012413-Vinhome Grand Park
774,Bán,2345000000,59.1,quận 9,2,1,Ko,None,Tây Bắc,25.0,False,S1.012505-Vinhome Grand Park
775,Bán,2403000000,58.9,quận 9,2,1,None,None,Đông Nam,25.0,False,S1.012513-Vinhome Grand Park
776,Bán,1877000000,46.7,quận 9,1,1,Ko,None,Tây Bắc,25.0,False,S1.012517-Vinhome Grand Park
777,Thuê,6000000,33.8,quận 9,None,None,None,None,Tây Bắc,25.0,False,S1.012503-Vinhome Grand Park
778,Thuê,5000000,59.1,quận 9,2,1,Ko,None,Tây Bắc,25.0,False,S1.012504-Vinhome Grand Park
