,Nhu cầu,Tổng tiền,Diện tích,Địa chỉ,Phòng ngủ,Phòng vệ sinh,Nội thất,Pháp lý sở hữu,View,Tầng,Hot,Mã căn
520,Bán,2800000000,69.2,quận 9,2,2,None,HDMB,Tây Bắc,25.0,False,S1.032504-vinhome grand park
521,Bán,1901000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,21.0,False,S1.032109-vinhome grand park
522,Bán,2500000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,21.0,False,S1.032104-vinhome grand park
523,Bán,2020000000,51.7,quận 9,None,None,Có,HDMB,Tây Bắc,20.0,False,S1.032016-vinhome grand park
524,Bán,1845000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,13.0,False,S1.031316-vinhome grand park
525,Bán,1926000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,24.0,False,S1.032409-vinhome grand park
526,Thuê,7000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,25.0,False,S1.032502-vinhome grand park
527,Bán,2050000000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,22.0,False,S1.032203-vinhome grand park
528,Thuê,5500000,46.5,quận 9,None,None,None,HDMB,Đông Nam,16.0,False,S1.031613-vinhome grand park
529,Bán,2203000000,59.1,quận 9,2,1,Có,HDMB,Đông Nam,17.0,False,S1.031706-vinhome grand park
530,Bán,1951000000,51.7,quận 9,2,1,None,HDMB,Tây Bắc,19.0,False,S1.031916-vinhome grand park
531,Bán,2820000000,69.2,quận 9,None,None,None,HDMB,Đông Nam,18.0,False,S1.031814-vinhome grand park
532,Thuê,9000000,59.1,quận 9,2,1,Full,HDMB,Tây Bắc,20.0,False,S1.032003-vinhome grand park
533,Bán,1885000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,14.0,False,S1.031416-vinhome grand park
534,Thuê,16000000,69.2,quận 9,None,None,Full,HDMB,Tây Bắc,16.0,False,S1.031604-vinhome grand park
535,Thuê,5500000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,3.0,False,S1.030302-vinhome grand park
536,Bán,2026000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,15.0,False,S1.031516-vinhome grand park
537,Thuê,6000000,59.1,quận 9,2,1,Có,HDMB,Đông Nam,13.0,False,S1.031306-vinhome grand park
538,Bán,1901000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,17.0,False,S1.031712-vinhome grand park
539,Thuê,5500000,46.5,quận 9,None,None,None,HDMB,Đông Nam,19.0,False,S1.031913-vinhome grand park
540,Bán,1451000000,30.9,quận 9,None,None,None,HDMB,Tây Bắc,11.0,False,S1.031101-vinhome grand park
541,Thuê,6000000,69.2,quận 9,None,None,None,HDMB,Đông Nam,9.0,False,S1.030914-vinhome grand park
542,Bán,1957000000,51.7,quận 9,1,1,Ko,HDMB,Tây Bắc,12.0,False,S1.031216-vinhome grand park
543,Thuê,6000000,59.1,quận 9,2,1,Có,HDMB,Đông Nam,16.0,False,S1.031607-vinhome grand park
544,Bán,2700000000,69.2,quận 9,None,None,None,HDMB,Đông Nam,21.0,False,S1.032110-vinhome grand park
545,Bán,2500000000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,8.0,False,S1.030802-vinhome grand park
546,Bán,2053000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,22.0,False,S1.032217-vinhome grand park
547,Thuê,6500000,59.1,quận 9,2,1,Có,HDMB,Tây Bắc,13.0,False,S1.031303-vinhome grand park
548,Bán,2093000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,20.0,False,S1.032017-vinhome grand park
549,Bán,1801000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,22.0,False,S1.032212-vinhome grand park
550,Thuê,9000000,59.1,quận 9,2,1,Full,HDMB,Tây Bắc,4.0,False,S1.030418-vinhome grand park
551,Bán,2706000000,69.2,quận 9,None,None,Ko,HDMB,Đông Nam,7.0,False,S1.030714-vinhome grand park
552,Bán,2500000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,3.0,False,S1.030319-vinhome grand park
553,Thuê,5500000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,16.0,False,S1.031603-vinhome grand park
554,Bán,1451000000,33.6,quận 9,None,None,None,HDMB,Đông Nam,23.0,False,S1.032311-vinhome grand park
555,Thuê,8000000,59.1,quận 9,2,1,None,HDMB,Tây Bắc,8.0,False,S1.030803-vinhome grand park
556,Bán,2001000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,9.0,False,S1.030912-vinhome grand park
557,Bán,2455000000,69.2,quận 9,2,1,None,HDMB,Tây Bắc,16.0,False,S1.031619-vinhome grand park
558,Bán,1875000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,22.0,False,S1.032213-vinhome grand park
559,Bán,1800000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,20.0,False,S1.032013-vinhome grand park
560,Bán,1300000000,33.6,quận 9,None,None,None,HDMB,Đông Nam,4.0,False,S1.030411-vinhome grand park
561,Thuê,8000000,81.5,quận 9,3,2,Ko,HDMB,Đông Nam,5.0,False,S1.030505-vinhome grand park
562,Thuê,12000000,69.2,quận 9,None,None,Full,HDMB,Tây Bắc,3.0,False,S1.030315-vinhome grand park
563,Bán,2550000000,69.2,quận 9,None,None,Có,HDMB,Tây Bắc,13.0,False,S1.031315-vinhome grand park
564,Thuê,6000000,51.7,quận 9,1,1,None,HDMB,Tây Bắc,8.0,False,S1.030816-vinhome grand park
565,Bán,1971000000,51.7,quận 9,None,None,None,HDMB,Tây Bắc,22.0,False,S1.032216-vinhome grand park
566,Bán,1451000000,33.6,quận 9,None,None,None,HDMB,Đông Nam,23.0,False,S1.032311-vinhome grand park
567,Thuê,8000000,69.2,quận 9,None,None,Ko,HDMB,Đông Nam,3.0,False,S1.030314-vinhome grand park
568,Thuê,12000000,69.2,quận 9,None,None,None,HDMB,Tây Bắc,4.0,False,S1.030419-vinhome grand park
569,Bán,2153000000,59.1,quận 9,2,1,Ko,HDMB,Tây Bắc,23.0,False,S1.032317-vinhome grand park
570,Bán,2700000000,69.2,quận 9,None,None,Full,HDMB,Tây Bắc,8.0,False,S1.030819-vinhome grand park
571,Thuê,6000000,59.1,None,2,1,Có,None,None,None,False,S1.020906-nan
572,Thuê,7000000,46.7,None,None,None,Full,None,None,None,False,S5.012814-nan
573,Thuê,7000000,46.7,None,None,None,Full,None,None,None,False,S1.030712-nan
574,Bán,2560000000,69.3,quận 9,None,None,None,HDMB,Tây Bắc,23.0,False,S1.022310-vinhome grand park
575,Bán,2342000000,54.0,None,None,None,Ko,None,None,None,False,S5.012729-nan
576,Thuê,6500000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,24.0,False,S1.013405-vinhome grand park
577,Thuê,7000000,59.0,quận 9,2,2,Ko,HDMB,Tây Nam,15.0,False,S1.021508-vinhome grand park
578,Thuê,12000000,75.0,quận 9,3,2,Ko,HDMB,Đông Nam,32.0,False,S1.023217-vinhome grand park
579,Bán,2150000000,69.3,quận 9,2,2,Có,None,Tây Bắc,5.0,False,S1.070520-vinhome grand park
580,Bán,2750000000,67.6,quận 9,2,2,Full,HDMB,Tây Nam,15.0,False,S1.021502-vinhome grand park
581,Bán,2650000000,69.4,quận 9,2,2,Có,None,Đông Bắc,31.0,False,S1.063115-vinhome grand park
582,Bán,2081000000,67.6,quận 9,2,2,None,HDMB,Tây Nam,9.0,False,S1.071916-vinhome grand park
583,Thuê,5000000,59.0,quận 9,2,2,None,HDMB,Tây Nam,9.0,False,S1.071916-vinhome grand park
584,Thuê,6000000,46.7,quận 9,1,1,Có,None,Tây Bắc,14.0,False,S1.021420-vinhome grand park
585,Bán,1801000000,46.7,quận 9,1,1,None,None,Đông,16.0,False,S1.011617-vinhome grand park
586,Bán,1791000000,46.7,quận 9,1,1,None,None,Tây Bắc,16.0,False,S1.021309-vinhome grand park
587,Bán,2300000000,60.0,quận 9,2,1,Ko,HDMB,Đông Nam,10.0,False,S1.021020-vinhome grand park
588,Thuê,14000000,69.4,quận 9,2,2,Full,HDMB,Đông Bắc,33.0,False,S1.023311-vinhome grand park
589,Thuê,6000000,46.5,quận 9,1,1,Ko,HDMB,Đông Nam,28.0,False,S1.022813-vinhome grand park
590,Thuê,9000000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,33.0,False,S1.023410-vinhome grand park
591,Bán,2200000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,34.0,False,S1.022516-vinhome grand park
592,Bán,1216000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,29.0,False,S1.022908-vinhome grand park
593,Bán,2657000000,67.6,quận 9,2,2,Full,HDMB,Tây Nam,29.0,False,S1.022902-vinhome grand park
594,Bán,2650000000,69.0,quận 9,2,2,Full,HDMB,Đông Nam,30.0,False,S1.023005-vinhome grand park
595,Bán,2137000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,29.0,False,S1.020519-vinhome grand park
596,Thuê,10000000,75.0,quận 9,3,2,Có,HDMB,Tây Nam,29.0,False,S1.022904-vinhome grand park
597,Thuê,6500000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,31.0,False,S1.022307-vinhome grand park
598,Bán,1696000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,4.0,False,S1.020412-vinhome grand park
599,Thuê,4000000,30.1,quận 9,None,None,Có,HDMB,Đông Bắc,30.0,False,S1.023015-vinhome grand park
600,Bán,2300000000,61.5,quận 9,2,1,None,HDMB,Đông Bắc,31.0,False,S1.023108-vinhome grand park
601,Bán,2588000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,30.0,False,S1.023021-vinhome grand park
602,Thuê,10000000,69.2,quận 9,2,2,Full,HDMB,Đông Bắc,35.0,False,S1.023511-vinhome grand park
603,Bán,2493000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,32.0,False,S1.023208-vinhome grand park
604,Bán,1785000000,47.2,quận 9,None,None,Ko,HDMB,Tây Nam,33.0,False,S1.023301-vinhome grand park
605,Bán,2541000000,69.3,quận 9,None,None,Ko,HDMB,Đông Bắc,32.0,False,S1.023205-vinhome grand park
606,Bán,2809000000,67.6,quận 9,2,2,None,HDMB,Tây Nam,25.0,False,S1.022502-vinhome grand park
607,Thuê,6000000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,25.0,False,S1.022502-vinhome grand park
608,Thuê,4500000,47.2,quận 9,None,None,None,HDMB,Tây Nam,25.0,False,S1.022501-vinhome grand park
609,Thuê,4500000,46.5,quận 9,1,1,None,HDMB,Đông Nam,25.0,False,S1.022512-vinhome grand park
610,Thuê,6500000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,26.0,False,S1.021414-vinhome grand park
611,Bán,1800000000,46.5,quận 9,None,None,None,HDMB,Đông Nam,25.0,False,S1.022512-vinhome grand park
612,Bán,2915000000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,27.0,False,S1.022702-vinhome grand park
613,Bán,2300000000,59.2,quận 9,2,1,Ko,HDMB,Đông Bắc,22.0,False,S1.022207-vinhome grand park
614,Bán,1896000000,46.5,quận 9,None,None,Có,HDMB,Đông Nam,26.0,False,S1.023213-vinhome grand park
615,Bán,2607000000,67.6,quận 9,2,2,None,HDMB,Tây Nam,26.0,False,S1.022602-vinhome grand park
616,Bán,2469000000,69.2,quận 9,2,2,Ko,HDMB,Đông Bắc,26.0,False,S1.022610-vinhome grand park
617,Thuê,7000000,59.1,quận 9,2,1,Full,HDMB,Tây Nam,26.0,False,S1.022620-vinhome grand park
618,Bán,1734000000,47.2,quận 9,None,None,Ko,HDMB,Tây Nam,27.0,False,S1.022701-vinhome grand park
619,Bán,2643000000,67.0,quận 9,None,None,Ko,HDMB,Đông Nam,35.0,False,S1.023502-vinhome grand park
620,Bán,4300000000,81.7,quận 9,3,2,Full,HDMB,Đông Bắc,22.0,False,S5.030171-vinhome grand park
621,Thuê,6500000,69.3,quận 9,2,2,Ko,HDMB,Đông Nam,7.0,False,S1.020711-vinhome grand park
622,Bán,1950507070,67.6,quận 9,2,2,None,HDMB,Tây Nam,28.0,False,S1.022802-vinhome grand park
623,Bán,2254000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,28.0,False,S1.022808-vinhome grand park
624,Bán,2960000000,81.7,quận 9,3,2,Ko,HDMB,Đông Nam,17.0,False,S1.061719-vinhome grand park
625,Bán,1750000000,46.5,quận 9,1,1,Ko,HDMB,Tây Nam,20.0,False,S1.022013-vinhome grand park
626,Thuê,5500000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,20.0,False,S1.021512-vinhome grand park
627,Thuê,6000000,59.1,quận 9,2,1,None,HDMB,Tây Nam,20.0,False,S1.022019-vinhome grand park
628,Bán,2496000000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,21.0,False,S1.022103-vinhome grand park
629,Thuê,5000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,7.0,False,S1.020713-vinhome grand park
630,Bán,2280000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,22.0,False,S5.012904-vinhome grand park
631,Bán,2100000000,59.0,quận 9,2,1,Ko,HDMB,Đông Bắc,6.0,False,S1.020619-vinhome grand park
632,Bán,2404000000,68.5,quận 9,None,None,Ko,HDMB,Đông Nam,21.0,False,S1.022816-vinhome grand park
633,Thuê,8800000,61.5,quận 9,2,1,Full,HDMB,Đông Bắc,3.0,False,S1.020308-vinhome grand park
634,Bán,1725000000,47.2,quận 9,None,None,Ko,HDMB,Tây Nam,22.0,False,S1.022201-vinhome grand park
635,Thuê,7000000,46.5,quận 9,None,None,Có,HDMB,Đông Nam,23.0,False,S1.021711-vinhome grand park
636,Bán,3000000000,81.7,quận 9,3,2,Ko,HDMB,Đông Bắc,0.0,False,S1.023417-vinhome grand park
637,Bán,3053000000,81.7,quận 9,3,2,Ko,HDMB,Đông Nam,22.0,False,S1.022204-vinhome grand park
638,Bán,1891000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,22.0,False,S1.022213-vinhome grand park
639,Bán,1900000000,43.0,quận 9,None,None,Ko,HDMB,Đông Nam,15.0,False,S1.021513-vinhome grand park
640,Thuê,7000000,56.0,quận 9,2,1,Có,HDMB,Tây Nam,24.0,False,S1.022420-vinhome grand park
641,Thuê,6000000,69.3,quận 9,None,None,None,HDMB,Tây Bắc,23.0,False,S1.022310-vinhome grand park
642,Bán,2300000000,59.0,quận 9,None,None,Ko,HDMB,Đông Nam,10.0,False,S1.021019-vinhome grand park
643,Bán,1746000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,34.0,False,S1.023413-vinhome grand park
644,Thuê,6500000,67.6,quận 9,2,2,Ko,HDMB,Tây Nam,24.0,False,S1.022402-vinhome grand park
645,Thuê,7000000,59.1,quận 9,2,1,Ko,HDMB,Đông Bắc,13.0,False,S1.021316-vinhome grand park
646,Bán,3300000000,81.5,quận 9,3,2,Full,HDMB,Đông Bắc,15.0,False,S1.021504-vinhome grand park
647,Bán,2660000000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,15.0,False,S1.021518-vinhome grand park
648,Bán,2680000000,69.2,quận 9,None,None,None,HDMB,Tây Nam,15.0,False,S1.021521-vinhome grand park
649,Bán,2051000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,17.0,False,S2.031609-vinhome grand park
650,Bán,2202000000,69.3,quận 9,2,2,Ko,HDMB,Đông Bắc,17.0,False,S1.021705-vinhome grand park
651,Bán,1725000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,17.0,False,S1.1022201-vinhome grand park
652,Thuê,7000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,31.0,False,S1.023107-vinhome grand park
653,Bán,2600000000,59.0,quận 9,2,1,Có,HDMB,Tây Nam,17.0,False,S1.021519-vinhome grand park
654,Bán,2152000000,69.2,quận 9,None,None,Full,HDMB,Tây Nam,16.0,False,S1.022620-vinhome grand park
655,Bán,1350000000,33.5,quận 9,3,2,Có,HDMB,Tây Nam,18.0,False,S1.023514-vinhome grand park
656,Bán,2620000000,68.0,quận 9,2,2,Ko,HDMB,Đông Bắc,17.0,False,S1.021702-vinhome grand park
657,Thuê,5000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,18.0,False,S1.021812-vinhome grand park
658,Thuê,10000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,34.0,False,S1.023407-vinhome grand park
659,Bán,2339000000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,19.0,False,S3.052117-vinhome grand park
660,Thuê,8000000,69.2,quận 9,2,2,Ko,HDMB,Đông Bắc,22.0,False,S1.022218-vinhome grand park
661,Bán,2638000000,61.0,quận 9,None,None,Ko,HDMB,Đông Nam,22.0,False,S1.022202-vinhome grand park
662,Thuê,7000000,58.9,quận 9,2,1,Có,HDMB,Đông Bắc,35.0,False,S1.023507-vinhome grand park
663,Bán,2560000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,19.0,False,S1.022919-vinhome grand park
664,Thuê,5000000,47.1,quận 9,None,None,Full,HDMB,Tây Bắc,19.0,False,S1.021909-vinhome grand park
665,Bán,1904000000,59.1,quận 9,2,1,None,HDMB,Tây Nam,19.0,False,S1.021919-vinhome grand park
666,Bán,1230000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,19.0,False,S1.022814-vinhome grand park
667,Bán,2600000,0.0,quận 9,2,1,Full,HDMB,Đông Bắc,3.0,False,S1.023207-vinhome grand park
668,Thuê,6000000,58.9,quận 9,2,1,Full,HDMB,Đông Bắc,21.0,False,S1.022107-vinhome grand park
669,Bán,2557000000,61.5,quận 9,2,1,Ko,HDMB,Đông Bắc,13.0,False,S1.021308-vinhome grand park
670,Bán,3066000000,58.9,quận 9,2,1,None,HDMB,Đông Bắc,23.0,False,S1.022307-vinhome grand park
671,Bán,2650000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,12.0,False,S1.020919-vinhome grand park
672,Bán,1746000000,50.0,quận 9,1,1,Có,HDMB,Đông Bắc,3.0,False,S1.020313-vinhome grand park
673,Bán,2860000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,13.0,False,S1.021321-vinhome grand park
674,Thuê,7000000,67.5,quận 9,2,2,Có,HDMB,Tây Nam,14.0,False,S1.021403-vinhome grand park
675,Thuê,9000000,67.6,quận 9,2,2,Full,HDMB,Tây Nam,15.0,False,S1.021502-vinhome grand park
676,Bán,2630000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,14.0,False,S1.021421-vinhome grand park
677,Bán,2606000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,14.0,False,S1.022602-vinhome grand park
678,Thuê,5500000,58.9,quận 9,2,1,None,HDMB,Đông Bắc,26.0,False,S1.022607-vinhome grand park
679,Bán,3050000000,81.7,quận 9,3,2,Full,HDMB,Đông Bắc,10.0,False,S1.021017-vinhome grand park
680,Bán,2453000000,67.6,quận 9,2,2,Ko,HDMB,Đông Bắc,8.0,False,S1.020802-vinhome grand park
681,Bán,1356000000,67.5,quận 9,2,2,Ko,HDMB,Tây Nam,14.0,False,S1.023015-vinhome grand park
682,Thuê,10000000,69.3,quận 9,2,2,Có,HDMB,Tây Bắc,8.0,False,S1.020810-vinhome grand park
683,Bán,2965000000,80.0,quận 9,3,2,Ko,HDMB,Đông Bắc,28.0,False,S1.022817-vinhome grand park
684,Bán,2253000000,69.4,quận 9,None,None,Ko,HDMB,Đông Nam,9.0,False,S1.021316 -vinhome grand park
685,Bán,3088000000,67.5,quận 9,2,2,Full,HDMB,Tây Nam,8.0,False,S1.022017-vinhome grand park
686,Bán,2202000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,12.0,False,S1.021207-vinhome grand park
687,Bán,3090000000,67.5,quận 9,2,2,Full,HDMB,Tây Nam,11.0,False,S1.021103-vinhome grand park
688,Bán,3000000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,10.0,False,S1.021021-vinhome grand park
689,Thuê,10500000,67.5,quận 9,2,2,Full,HDMB,Tây Nam,11.0,False,S1.021103-vinhome grand park
690,Bán,1836000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,10.0,False,S1.021013-vinhome grand park
691,Bán,2550000000,59.0,quận 9,2,1,Ko,HDMB,Đông Bắc,18.0,False,S1.021806-vinhome grand park
692,Bán,2200000000,58.9,quận 9,2,1,None,HDMB,Đông Bắc,18.0,False,S1.021807-vinhome grand park
693,Thuê,9000000,69.2,quận 9,None,None,Có,HDMB,Tây Nam,10.0,False,S1.021018-vinhome grand park
694,Thuê,14000000,69.3,quận 9,None,None,None,HDMB,Đông Bắc,5.0,False,S1.020505-vinhome grand park
695,Thuê,6000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,6.0,False,S1.020607-vinhome grand park
696,Bán,2155000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,4.0,False,S1.020407-vinhome grand park
697,Thuê,5500000,59.1,quận 9,2,1,None,HDMB,Tây Nam,5.0,False,S1.020519-vinhome grand park
698,Bán,2680000000,69.2,quận 9,None,None,None,HDMB,Tây Nam,6.0,False,S1.020618-vinhome grand park
699,Bán,2717000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,5.0,False,S1.021011-vinhome grand park
700,Thuê,7500000,58.9,quận 9,2,1,Có,HDMB,Đông Bắc,8.0,False,S1.020807-vinhome grand park
701,Bán,2556000000,67.5,quận 9,2,2,Có,HDMB,Tây Nam,6.0,False,S1.021403-vinhome grand park
702,Bán,2660000000,58.9,quận 9,2,1,Ko,HDMB,Đông Bắc,10.0,False,S1.021007-vinhome grand park
703,Bán,2606000000,46.5,quận 9,None,None,Ko,HDMB,Đông Nam,4.0,False,S2.012310-vinhome grand park
704,Bán,2455000000,59.1,quận 9,2,1,None,HDMB,Đông Bắc,7.0,False,S1.020706-vinhome grand park
705,Bán,1666000000,46.5,quận 9,1,1,Ko,HDMB,Đông Bắc,14.0,False,S2.021416-vinhome grand park
706,Thuê,6000000,59.1,quận 9,2,1,Ko,HDMB,Đông Bắc,9.0,False,S1.020906-vinhome grand park
707,Bán,2164000000,69.2,quận 9,None,None,Ko,HDMB,Tây Nam,6.0,False,S1.021008-vinhome grand park
708,Bán,1786000000,47.1,quận 9,1,1,Ko,HDMB,Tây Bắc,6.0,False,S1.020609-vinhome grand park
709,Bán,2492000000,67.5,quận 9,2,2,None,HDMB,Tây Nam,7.0,False,S1.020703-vinhome grand park
710,Thuê,8000000,61.5,quận 9,2,1,None,HDMB,Đông Bắc,7.0,False,S1.020708-vinhome grand park
711,Bán,1750000000,46.7,quận 9,1,1,None,None,Tây Bắc,16.0,False,S2.021502-vinhome grand park
712,Bán,2085000000,54.5,quận 9,2,1,None,None,Tây Bắc,17.0,False,S1.032017-vinhome grand park
713,Bán,2220000000,54.1,quận 9,2,1,None,None,Tây Bắc,7.0,False,S5.030707-vinhome grand park
714,Thuê,5000000,33.8,quận 9,None,None,None,None,Tây Bắc,13.0,False,S3.030713-vinhome grand park
715,Thuê,8000000,51.7,quận 9,None,None,Full,None,Đông Nam,22.0,False,S1.012214-vinhome grand park
716,Thuê,8000000,81.0,quận 9,3,2,Ko,None,Tây Bắc,None,False,S1.011806-vinhome grand park
717,Bán,2405000000,59.1,quận 9,2,1,None,None,Tây Bắc,19.0,False,S1.011904-vinhome grand park
718,Thuê,10500000,59.1,quận 9,2,1,Full,None,Đông Nam,28.0,False,S5.012128-vinhome grand park
719,Thuê,9000000,67.6,quận 9,2,2,None,None,Tây Bắc,19.0,False,S3.022613-vinhome grand park
720,Thuê,9000000,69.0,quận 9,2,2,Full,None,Đông Nam,None,False,S1.010915-vinhome grand park
721,Thuê,4000000,59.1,quận 9,2,1,None,None,Đông Nam,16.0,False,S1.011609-vinhome grand park
722,Bán,2556000000,59.0,quận 9,2,1,None,None,Tây Bắc,10.0,False,S5.031006-vinhome grand park
723,Thuê,8000000,58.9,quận 9,2,1,Có,None,Đông Nam,6.0,False,S1.010613-vinhome grand park
724,Thuê,6500000,59.0,quận 9,2,1,Ko,None,Tây Bắc,None,False,S1.012505-vinhome grand park
725,Thuê,8000000,59.1,quận 9,2,1,Full,None,Tây Bắc,8.0,False,S5.020802-vinhome grand park
726,Bán,2468000000,59.1,quận 9,2,1,None,None,Đông Nam,2.0,False,S3.020208-vinhome grand park
727,Bán,2705000000,70.0,quận 9,2,2,Có,None,Đông Nam,None,False,C-08-13-him lam phú an
728,Thuê,8000000,58.9,quận 9,2,1,None,None,Đông Nam,24.0,False,S1.012413-vinhome grand park
729,Bán,2345000000,59.1,quận 9,2,1,Ko,None,Tây Bắc,25.0,False,S1.012505-vinhome grand park
730,Bán,2403000000,58.9,quận 9,2,1,None,None,Đông Nam,25.0,False,S1.012513-vinhome grand park
731,Bán,1877000000,46.7,quận 9,1,1,Ko,None,Tây Bắc,25.0,False,S1.012517-vinhome grand park
732,Thuê,6000000,33.8,quận 9,None,None,None,None,Tây Bắc,25.0,False,S1.012503-vinhome grand park
733,Thuê,5000000,59.1,quận 9,2,1,Ko,None,Tây Bắc,25.0,False,S1.012504-vinhome grand park
734,Bán,2105000000,59.1,quận 9,2,1,Ko,None,Đông Nam,25.0,False,S1.012512-vinhome grand park
735,Thuê,7000000,59.1,quận 9,2,1,None,None,Tây Bắc,19.0,False,S1.011904-vinhome grand park
736,Thuê,7500000,46.7,quận 9,1,1,Full,None,Tây Bắc,18.0,False,S1.011818-vinhome grand park
737,Bán,2245000000,59.1,quận 9,2,1,Ko,None,Đông Nam,19.0,False,S1.011912-vinhome grand park
738,Bán,2081000000,51.7,quận 9,None,None,Ko,None,Đông Nam,21.0,False,S1.012114-vinhome grand park
739,Bán,2263000000,59.2,quận 9,2,1,Ko,None,Đông Nam,21.0,False,S1.012108-vinhome grand park
740,Bán,1736000000,46.5,quận 9,1,1,Ko,None,Tây Bắc,21.0,False,S1.012102-vinhome grand park
741,Bán,3306000000,69.2,quận 9,None,None,None,None,Đông Nam,22.0,False,S1.012211-vinhome grand park
742,Bán,2083000000,46.7,quận 9,1,1,Full,None,Tây Bắc,23.0,False,S1.012318-vinhome grand park
743,Thuê,6500000,30.9,quận 9,None,None,Full,None,Đông Nam,22.0,False,S1.012210-vinhome grand park
744,Bán,2300000000,51.7,quận 9,None,None,Full,None,Đông Nam,22.0,False,S1.012214-vinhome grand park
745,Bán,2167000000,51.7,quận 9,None,None,Có,None,Đông Nam,17.0,False,S1.011714-vinhome grand park
746,Thuê,6000000,33.8,quận 9,None,None,None,None,Tây Bắc,18.0,False,S1.011803-vinhome grand park
747,Bán,1845000000,46.7,quận 9,1,1,Ko,None,Tây Bắc,15.0,False,S1.011518-vinhome grand park
748,Bán,1386000000,33.6,quận 9,None,None,Ko,None,Tây Bắc,15.0,False,S1.011519-vinhome grand park
749,Thuê,7000000,59.1,quận 9,2,1,Có,None,Tây Bắc,14.0,False,S1.011404-vinhome grand park
750,Thuê,8000000,59.1,quận 9,2,1,Full,None,Đông Nam,14.0,False,S1.011412-vinhome grand park
751,Thuê,7900000,30.9,quận 9,None,None,Full,None,Đông Nam,15.0,False,S1.011510-vinhome grand park
752,Thuê,6000000,59.1,quận 9,2,1,None,None,Tây Bắc,15.0,False,S1.011504-vinhome grand park
753,Bán,1705000000,46.5,quận 9,1,1,None,None,Tây Bắc,14.0,False,S1.011402-vinhome grand park
754,Bán,2465000000,59.2,quận 9,2,1,Có,None,Đông Nam,18.0,False,S1.011808-vinhome grand park
755,Bán,3284000000,81.5,quận 9,3,2,Ko,None,Tây Bắc,18.0,False,S1.011806-vinhome grand park
756,Bán,2883000000,69.2,quận 9,None,None,Ko,None,Tây Bắc,18.0,False,S1.011816-vinhome grand park
